national_no,name,identifier,generation,types,family,stage,baseline_source,audit_class,intended_role,level_up_additions,level_up_retiming,level_up_removals_or_reassignment,tm_additions,tutor_additions,egg_move_additions,signature_move_policy,strong_move_gate,wild_capture_moveset_policy,vega_existing_status,review_confidence,implementation_note
826,イオルブ,orbeetle,8,むし／エスパー,サッチムシ → レドームシ → イオルブ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,特殊アタッカー,かふんだんご / ねばねばネット / サイコショック / めいそう,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,とんぼがえり / サイコショック,むしくい / トリック,いとをはく / ひかりのかべ,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
827,クスネ,nickit,8,あく,クスネ → フォクスライ,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,物理寄り,かみつく / ちょうはつ,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,バークアウト,はたきおとす,わるだくみ,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
828,フォクスライ,thievul,8,あく,クスネ → フォクスライ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,特殊アタッカー,イカサマ / ちょうはつ,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,バークアウト,はたきおとす,わるだくみ,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
829,ヒメンカ,gossifleur,8,くさ,ヒメンカ → ワタシラガ,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,特殊寄り,メガドレイン / やどりぎのタネ,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,くさむすび,グラススライダー,こうごうせい,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
830,ワタシラガ,eldegoss,8,くさ,ヒメンカ → ワタシラガ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,特殊アタッカー,エナジーボール / やどりぎのタネ,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,くさむすび,グラススライダー,こうごうせい,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
831,ウールー,wooloo,8,ノーマル,ウールー → バイウールー,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,物理寄り,ずつき / アンコール,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
832,バイウールー,dubwool,8,ノーマル,ウールー → バイウールー,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,物理寄り,すてみタックル / アンコール,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
833,カムカメ,chewtle,8,みず,カムカメ → カジリガメ,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,両刀・可変,アクアジェット / みずのはどう,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,アクアブレイク,クイックターン,アクアリング,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
834,カジリガメ,drednaw,8,みず／いわ,カムカメ → カジリガメ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,物理アタッカー,たきのぼり / あまごい / ストーンエッジ / ステルスロック,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,アクアブレイク / ステルスロック,クイックターン / メテオビーム,アクアリング / すなあらし,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
835,ワンパチ,yamper,8,でんき,ワンパチ → パルスワン,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,DPE基準維持＋進行調整,特殊寄り,でんきショック / でんじは,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,ボルトチェンジ,エレキネット,じゅうでん,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
