region,map_code,map_name,progress_stage,recommended_level_range,evolution_chain_id,root_national_no,root_name,family,types,category,integration_mode,encounter_method,encounter_level,encounter_rate,condition,stage_policy,dual_region_role,rotation_group,hidden_ability_policy,duplicate_capture_policy,implementation_note
カントー,K42,チャンピオンロード,認定章8後,Lv.94～100,126,246,ヨーギラス,ヨーギラス → サナギラス → バンギラス,じめん／いわ／あく,600族,ベガ既存系統を完全保持,DexNav隠し枠,Lv.94～100,通常0%／DexNav 1～2%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存条件,既存値,126,246,ヨーギラス,ヨーギラス → サナギラス → バンギラス,じめん／いわ／あく,600族,ベガ既存系統を完全保持,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,固定／既存,既存個体を変更しない。カントー側DexNavまたは特性パッチで隠れ特性を補完。,通常種は両地方で捕獲可能。,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
カントー,EVENT_K,カントー共鳴碑／研究記録,固定イベント／共鳴クエスト,イベント別,127,249,ルギア,ルギア,ひこう／エスパー,伝説,ベガ既存特殊個体を保持＋他地方共鳴,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
トーホク,EVENT_T,ベガ既存地点,固定イベント／共鳴クエスト,Lv.70,127,249,ルギア,ルギア,ひこう／エスパー,伝説,ベガ既存特殊個体を保持＋他地方共鳴,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
カントー,EVENT_K,カントー共鳴碑／研究記録,固定イベント／共鳴クエスト,イベント別,128,250,ホウオウ,ホウオウ,ひこう／ほのお,伝説,ベガ既存特殊個体を保持＋他地方共鳴,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,既存条件＋主地方の捕獲フラグ共有,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
トーホク,EVENT_T,ベガ既存地点,固定イベント／共鳴クエスト,Lv.70,128,250,ホウオウ,ホウオウ,ひこう／ほのお,伝説,ベガ既存特殊個体を保持＋他地方共鳴,ベガ既存入手法＋捕獲救済,Lv.70,原則1体・撃破時復活,既存条件,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
カントー,EVENT_K,トキワのもり・古木,固定イベント／共鳴クエスト,イベント別,129,251,セレビィ,セレビィ,くさ／エスパー,幻,固定イベント追加,手掛かり／共鳴戦／専用素材,イベント別,重複捕獲なし,殿堂入り＋ときのかけら3個＋主地方の捕獲フラグ共有,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
トーホク,EVENT_T,ときのようかん中庭,固定イベント／共鳴クエスト,Lv.80,129,251,セレビィ,セレビィ,くさ／エスパー,幻,固定イベント追加,固定シンボル／専用クエスト,Lv.80,原則1体・撃破時復活,殿堂入り＋ときのかけら3個,固定シンボル／イベント専用。主捕獲地方でのみ捕獲し、副地方は手掛かり・共鳴戦・素材報酬。,主地方で1個体だけ捕獲し、副地方では手掛かり・共鳴戦・専用素材を扱う。捕獲済みフラグは両地方で共有し、重複個体を与えない。,イベント専用,固定個体の特性はイベント定義。隠れ特性は報酬・再戦・特性パッチで救済。,共有捕獲フラグで全地方1個体。撃破時のみ再出現、捕獲後は素材・再戦へ分岐。,野生通常表、DexNav通常検索、大量発生には登録しない。
カントー,K47,マサラタウン・オーキド研究所,カントー序盤,配布個体Lv.5／調整戦Lv.70,130,252,キモリ,キモリ → ジュプトル → ジュカイン,くさ,御三家,地方研究タマゴ追加,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種をタマゴ配布,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T_LAB,ハクジタウン・ヒイラギ研究所,個別条件,Lv.5,130,252,キモリ,キモリ → ジュプトル → ジュカイン,くさ,御三家,地方研究タマゴ追加,地域別研究依頼の報酬タマゴ,Lv.5,研究チケット1枚／系統選択・反復可,各世代の生態サンプルを3件提出。選択式にせず、依頼再受注で全系統入手可能。,基礎種をタマゴ配布,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K47,マサラタウン・オーキド研究所,カントー序盤,配布個体Lv.5／調整戦Lv.70,131,255,アチャモ,アチャモ → ワカシャモ → バシャーモ,かくとう／ほのお,御三家,地方研究タマゴ追加,オーキド研究所の生態交換タマゴ,Lv.5,カントー認定章2個ごとに1系統、最終的に全系統反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種をタマゴ配布,御三家を野生化せず、両地方の研究所を巡る収集導線にする。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
